Titolo;"Titolo breve";Immagine;Descrizione;"Locandina dell'evento";Inizio;Termine;Durata;Quando;Dove;Informazioni;Destinatari;Costi;Stato;Materia;Circoscrizione;Argomento;"Tipologia evento";"Manifestazione cui fa parte";Associazione;Progressivo;Sottotitolo;Orario;"Posizione geografica";Fonte
"#BIBLIOESTATE2023: SCOPRO E REALIZZO LE CAMPANE A VENTO";;var/mezzocorona/storage/images/turismo/calendario-eventi/biblioestate2023-scopro-e-realizzo-le-campane-a-vento/391840-1-ita-IT/BIBLIOESTATE2023-SCOPRO-E-REALIZZO-LE-CAMPANE-A-VENTO.jpg|;"La biblioteca organizza il laboratorio&nbsp,dedicato a bambini e bambineSCOPRO E REALIZZO LE CAMPANE A VENTO con l'esperta Simona Zampriglio.Quota di partecipazione: 10,00 €Iscrizione obbligatoria in biblioteca.&nbsp,";;11/08/2023;11/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"INAUGURAZIONE SKYWALK";;var/mezzocorona/storage/images/turismo/calendario-eventi/inaugurazione-skywalk/392507-1-ita-IT/INAUGURAZIONE-SKYWALK.jpg|;"Venerdì 28 luglio 2023 alle ore 19:00 sul Monte di Mezzocorona verrà inaugurato il nuovo Skywalk.&nbsp,Per ulteriori informazioni si veda la locandina allegata.";;28/07/2023;28/07/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"A.M.A DOC";;var/mezzocorona/storage/images/turismo/calendario-eventi/a.m.a-doc/392532-1-ita-IT/A.M.A-DOC.jpg|;"Sabato 29 luglio 2023 dalle ore 18:00 alle ore 24:00 presso il giardino di Palazzo Martini, la Pro Loco di Mezzocorona organizza l'evento A.M.A DOC: protagonisti sono&nbsp,Trento Doc delle cantine e i Gin delle distillerie della Piana Rotaliana.La serata sarà accompagnata da musica con DJ Set e verrà servito finger food a cura di Caffè Centrale.&nbsp,Per ulteriori informazioni consultare il sito&nbsp,https://prolocomezzocorona.it/eventi/ama-doc/&nbsp,";;29/07/2023;29/07/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"#BIBLIOESTATE2023 - BIBLIOTECA E GELATERIA PINGU ORGANIZZANO: LABORATORIO CON-GELATO";;var/mezzocorona/storage/images/turismo/calendario-eventi/biblioestate2023-biblioteca-e-gelateria-pingu-organizzano-laboratorio-con-gelato/393041-1-ita-IT/BIBLIOESTATE2023-BIBLIOTECA-E-GELATERIA-PINGU-ORGANIZZANO-LABORATORIO-CON-GELATO.png|;"La biblioteca, in collaborazione con la Gelateria Pingu, lunedì 28 agosto 2023 dalle ore 16:30 alle ore 17:30 (primo turno) e dalle ore 17.30 alle ore 18.30 (secondo turno) organizza il&nbsp,LABORATORIO CON-GELATOdedicato ai bambini e alle bambine dai 3 ai 10 anni di età.L'iniziativa è gratuita ma con iscrizione obbligatoria presso la biblioteca.Per ulteriori informazioni si veda la locandina allegata.";;28/08/2023;28/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"LA BIBLIOTECA FUORI DI SÉ: ALLA SCOPERTA DEL BOSCO";;var/mezzocorona/storage/images/turismo/calendario-eventi/la-biblioteca-fuori-di-se-alla-scoperta-del-bosco/393080-3-ita-IT/LA-BIBLIOTECA-FUORI-DI-SE-ALLA-SCOPERTA-DEL-BOSCO.jpg|;"La biblioteca, giovedì 10 agosto 2023 in occasione della festa di San Lorenzo organizzata dalla Pro Loco Mezzocorona, organizza il laboratorioLA BIBLIOTECA FUORI DI SÉ: ALLA SCOPERTA DEL BOSCOdedicato a bambini e bambini dai 4 agli 11 anni di età.L'iniziativa è gratuita ma con iscrizione obbligatoria presso la biblioteca.Per ulteriori informazioni si veda la locandina allegata.";;10/08/2023;10/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"#BIBLIOESTATE2023: SCOPRO E REALIZZO L'ORIGAMI";;var/mezzocorona/storage/images/turismo/calendario-eventi/biblioestate2023-scopro-e-realizzo-l-origami/394717-1-ita-IT/BIBLIOESTATE2023-SCOPRO-E-REALIZZO-L-ORIGAMI.jpg|;"La biblioteca organizza il laboratorio&nbsp,dedicato a bambini e bambineSCOPRO E REALIZZO L'ORIGAMI: l'arte giapponese di piegare la cartacon l'esperta Alessandra Lamio.Quota di partecipazione: 10,00 €Iscrizione obbligatoria in biblioteca, precedenza ai residenti.";;25/08/2023;25/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"PREMIO STREGA: CONOSCI LA SUA STORIA?";;var/mezzocorona/storage/images/turismo/calendario-eventi/premio-strega-conosci-la-sua-storia/394757-2-ita-IT/PREMIO-STREGA-CONOSCI-LA-SUA-STORIA.png|;"Martedì 22 agosto 2023 dalle ore 20:30, presso la sala mansarda della biblioteca si terrà l'eventoPREMIO STREGA: CONOSCI LA SUA STORIA?a cura della bibliotecaria Veronica Permer.Una serata dedicata al famoso premio letterario italiano e alla sua storia.";;22/08/2023;22/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"NOTTE DI SAN LORENZO";;var/mezzocorona/storage/images/turismo/calendario-eventi/notte-di-san-lorenzo/395098-1-ita-IT/NOTTE-DI-SAN-LORENZO.jpg|;"La Pro Loco di Mezzocorona in collaborazione con Funivia Monte di Mezzocorona, Albergo Tre Cime e Albergo Ai Spiazzi organizza la serata dedicata alla Notte di San Lorenzo.Dalle ore 18 alle ore 23 di giovedì 10 agosto ad attendervi musica live, chiosco ben fornito per la cena e l'accensione del falò dopo il tramonto.&nbsp,Ricordiamo il laboratorio organizzato dalla biblioteca per bambini/e dalle ore 16 alle ore 18: attività con esperta, lettura a cura delle bibliotecarie e laboratorio a tema.&nbsp,&nbsp,Nell'allegato i dettagli dell'iniziativa-";www.comune.mezzocorona.tn.it/content/download/42183/395100/IMG-20230807-WA0012.jpg;10/08/2023;10/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"RICORDI DAL MONT DI MIRTIS KERSCHBAUMER";;var/mezzocorona/storage/images/turismo/calendario-eventi/ricordi-dal-mont-di-mirtis-kerschbaumer/396028-1-ita-IT/RICORDI-DAL-MONT-DI-MIRTIS-KERSCHBAUMER.jpg|;"Giovedì 31 agosto 2023, presso l'anfiteatro skywalk del monte di Mezzocorona, la biblioteca propone&nbsp,un'intervista alla &quot,memoria storica del monte&quot,, la &quot,Mirtis del Mont&quot,.&nbsp,L'iniziativa sarà accompagnata da alcune letture tratte dal libro autobiografico scritto da Mirtis Kerschbaumer.&nbsp,Ingresso libero.";;31/08/2023;31/08/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"MERCATINO DELL'USATO";;var/mezzocorona/storage/images/turismo/calendario-eventi/mercatino-dell-usato/396078-2-ita-IT/MERCATINO-DELL-USATO.jpg|;"Nell'ambito del settembre rotaliano ci sarà il consueto mercatino dell'usato presso la palestra delle elementari di Mezzocorona organizzato dal circolo culturale ricreativo Il Melograno.";;01/09/2023;03/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"MOSTRA D'ARTE:LOVING DEPERO";;var/mezzocorona/storage/images/turismo/calendario-eventi/mostra-d-arte-loving-depero/396276-1-ita-IT/MOSTRA-D-ARTE-LOVING-DEPERO.jpg|;"In occasione del settembre rotaliano 2023, Palazzo Martini ospiterà la mostra d'arteLOVING DEPERO a cura di Paolo Frizzera e Luciana Zecchininelle giornate di 1, 2 e 3 settembre 2023 con i seguenti orari di visita:venerdì 1 settembre dalle 19:00 alle 22:00sabato 2&nbsp,settembre dalle 17:00 alle 23:00domenica 3&nbsp,settembre dalle 11:00 alle 23:00.";"www.comune.mezzocorona.tn.it/content/download/42299/396278/depliant FRIZZERA ZECCHINI.pdf";01/09/2023;03/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Settembre Rotaliano 2023";;var/mezzocorona/storage/images/turismo/calendario-eventi/settembre-rotaliano-2023/397000-1-ita-IT/Settembre-Rotaliano-2023.jpg|;"Torna il Settembre Rotaliano con un'edizione veramente ricca e diversificata di attività enogastronomiche, culturali, ricreative e sportive!www.settembrerotaliano.it  ";;01/09/2023;03/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Laboratorio ""Alla scoperta della calligrafia"" con la biblioteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/laboratorio-alla-scoperta-della-calligrafia-con-la-biblioteca/398008-1-ita-IT/Laboratorio-Alla-scoperta-della-calligrafia-con-la-biblioteca.jpg|;"La biblioteca propone il laboratorio&nbsp,&quot,ARE - ERE - IRE CREARE, LEGGERE, SCOPRIRE L’ARTE DELLA CALLIGRAFIA&quot,IN BIBLIOTECA VENERDI’ 29 SETTEMBRE 2023 H. 16.30-18.00&nbsp,&nbsp,Un tempo la bella scrittura era materia d’insegnamento nella scuola primaria, mentre per i “nativi digitali” la&nbsp,scrittura manuale è diventata sempre più marginale. Si è avviata recentemente un'inversione di tendenza che contribuisce a restituire importanza a questa pratica e si assiste, infatti, a un rinnovato interesse per la&nbsp,calligrafia e per la scrittura in corsivo, declinata nella notissima art lettering,&nbsp,e per gli articoli di&nbsp,cartoleria e gli “attrezzi” necessari per scrivere.Si legge, si scopre e si crea in questo laboratorio, con la guida dalle bibliotecarie, che faranno vivere ai bambini una lezione di calligrafia nell’atmosfera della scuola di un tempo.&nbsp,L’attività è rivoltà ai bambini che sanno già scrivere.Iscrizione obbligatoria in biblioteca entro il 22.9.23 con ordine di precedenza ai bambini residenti. &nbsp,&nbsp,&nbsp,&nbsp,&nbsp,";;29/09/2023;29/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Più sicuri sulla strada - Corso di guida sicura con APPM";;var/mezzocorona/storage/images/turismo/calendario-eventi/piu-sicuri-sulla-strada-corso-di-guida-sicura-con-appm/398183-1-ita-IT/Piu-sicuri-sulla-strada-corso-di-guida-sicura-con-APPM.jpg|;"Più sicuri sulla strada corso di guida sicura con APPM per neopatentati della Piana Rotaliana Koenigsbergpresso sede Ice Fire Mezzocorona sabato 30 settembre h. 8-12Per info e iscrizioni si veda la locandina allegata";www.comune.mezzocorona.tn.it/content/download/42506/398185/IMG-20230908-WA0002.jpg;30/09/2023;30/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Più sicuri sulla strada -Corso di guida sicura organizzato da APPM";;var/mezzocorona/storage/images/turismo/calendario-eventi/piu-sicuri-sulla-strada-corso-di-guida-sicura-organizzato-da-appm/398208-1-ita-IT/Piu-sicuri-sulla-strada-Corso-di-guida-sicura-organizzato-da-APPM.jpg|;"Più sicuri sulla strada corso di guida sicura con APPM per neopatentati della Piana Rotaliana Koenigsbergpresso sede Ice Fire Mezzocorona sabato 7 orttobre h. 8-12presso Vadena (Bolzano) Safety Park sabato 7 ottobre&nbsp, h. 13-17Per info si veda la locandina allegata";www.comune.mezzocorona.tn.it/content/download/42507/398210/IMG-20230908-WA0002.jpg;07/10/2023;07/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Essere adolescenti nell'epoca di internet e della fragilità adulta: conferenza dell'Istituto comprensivo di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/essere-adolescenti-nell-epoca-di-internet-e-della-fragilita-adulta-conferenza-dell-istituto-comprensivo-di-mezzocorona/398233-1-ita-IT/Essere-adolescenti-nell-epoca-di-internet-e-della-fragilita-adulta-conferenza-dell-Istituto-comprensivo-di-Mezzocorona.jpg|;"L'Istituto comprensivo di Mezzocorona propone la conferenza&quot,Essere adolescenti nell'epoca di internet e della fragilità adulta&quot, con lo psicoterapeuta Matteo Lancini20 settembre h. 20-22&nbsp,presso Auditorium Cassa Rurale (via Dante 8 Mezzocorona)per ulteriori info si veda l'allegata locandina";www.comune.mezzocorona.tn.it/content/download/42508/398235/FB_IMG_1694102974211.jpg;20/09/2023;20/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Festa di inizio anno alla scuola dell'infanzia di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/festa-di-inizio-anno-alla-scuola-dell-infanzia-di-mezzocorona/398258-1-ita-IT/Festa-di-inizio-anno-alla-scuola-dell-infanzia-di-Mezzocorona.jpg|;"Festa di inizio anno alla scuola dell'infanzia di Mezzocorona il 16.9.23 a partire dalle ore 15 presso i giardini della scuola stessa.Tutti sono invitati.Per il programma di veda l'allegata locandina.";www.comune.mezzocorona.tn.it/content/download/42509/398260/8d32f131caaa4fc3930bc59edbb15acb.jpg;16/09/2023;16/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"L'Oratorio racconta il viaggio/pellegrinaggio ad Assisi";;var/mezzocorona/storage/images/turismo/calendario-eventi/l-oratorio-racconta-il-viaggio-pellegrinaggio-ad-assisi/398283-1-ita-IT/L-Oratorio-racconta-il-viaggio-pellegrinaggio-ad-Assisi.jpg|;"L'Oratorio racconta il viaggio/pellegrinaggio ad Assisi compiuto da alcuni ragazzi con alcune catechiste&nbsp,sabato 16 settembre dopo la messa delle 19.30 presso il Teatro dell'Oratorio di MezzocoronaPer ulteriori informazioni si veda la locandina allegata.";www.comune.mezzocorona.tn.it/content/download/42510/398285/IMG-20230906-WA0000.jpg;16/09/2023;16/09/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Bibliopride: alla scoperta dei servizi digitali della biblioteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/bibliopride-alla-scoperta-dei-servizi-digitali-della-biblioteca/399778-1-ita-IT/Bibliopride-alla-scoperta-dei-servizi-digitali-della-biblioteca.png|;"La biblioteca propone:Alla scoperta dei servizi digitali della biblioteca: MLOL e Primoa cura di Stefania Dalla Serra e di Veronica Permer3.10.2023in biblioteca a Mezzocorona";;03/10/2023;03/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Festa d'Autunno in piazza con la Pro Loco Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/festa-d-autunno-in-piazza-con-la-pro-loco-mezzocorona/399980-1-ita-IT/Festa-d-Autunno-in-piazza-con-la-Pro-Loco-Mezzocorona.png|;"Festa d'autunnoDomenica 1 ottobreCome ogni anno la&nbsp,Pro Loco di Mezzocorona  &nbsp,vi aspetta in piazza della Chiesa, a&nbsp,Mezzocorona,&nbsp,per festeggiare in compagnia l'inizio della stagione autunnale!A partire dalle ore 10.00 del mattino&nbsp,la giornata sarà allietata da buona&nbsp,musica, bancarelle di&nbsp,prodotti tipici&nbsp,e dal tradizionale&nbsp,pranzo.&nbsp,Ulteriori dettagli in via di definizione";;01/10/2023;01/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Torna la Roccapiana Skyrace";;var/mezzocorona/storage/images/turismo/calendario-eventi/torna-la-roccapiana-skyrace/400637-1-ita-IT/Torna-la-Roccapiana-Skyrace.jpg|;"Domenica 8 ottobre torna la Roccapiana skyrace con la sua seconda edizione.h. 9.30 partenza&nbsp, Roccapiana SkyraceDalle ore 12 in poi pranzo APERTO A TUTTI e festa in piazza della Chiesa.Si veda la locandina allegata per ulteriori info.";www.comune.mezzocorona.tn.it/content/download/42784/400639/Torna-la-Roccapiana-Skyrace_imagefull.jpg;08/10/2023;08/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Gita intersezionale della SAT e del CAI";;var/mezzocorona/storage/images/turismo/calendario-eventi/gita-intersezionale-della-sat-e-del-cai/400793-1-ita-IT/Gita-intersezionale-della-SAT-e-del-CAI.png|;"Tutti i dettagli nella locandina allegataOppure al seguente linkwww.satmezzo.it";www.comune.mezzocorona.tn.it/content/download/42796/400795/2.png;08/10/2023;08/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Biblioaddams: letture da paura, creatività e incontri in biblioteca con la famiglia Addams";;var/mezzocorona/storage/images/turismo/calendario-eventi/biblioaddams-letture-da-paura-creativita-e-incontri-in-biblioteca-con-la-famiglia-addams/401253-1-ita-IT/Biblioaddams-letture-da-paura-creativita-e-incontri-in-biblioteca-con-la-famiglia-Addams.jpg|;"I bambini e le bambine che vorranno partecipare possono venire mascherati e armati di coraggioBiblioaddams: letture da paura, creatività e incontri in biblioteca con la famiglia AddamsVenerdì 27 ottobre 2023ore 17-18 e ore 18.15-19.15Iniziativa cura delle bibliotecarie ad iscrizione obbligatoria (entro il 24.10.23), riservata ai bimbi dai 4 anni in su (i bimbi minori di 6 anni vanno accompagnati da un adulto). Precedenza ai residenti.";;27/10/2023;27/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Presentazione del libro sull'acqua fatto dagli alunni dell’I.C. di Mezzocorona nel corso dell’anno scolastico 2021/22 in biblioteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/presentazione-del-libro-sull-acqua-fatto-dagli-alunni-dell-i.c.-di-mezzocorona-nel-corso-dell-anno-scolastico-2021-22-in-biblioteca/401750-1-ita-IT/Presentazione-del-libro-sull-acqua-fatto-dagli-alunni-dell-I.C.-di-Mezzocorona-nel-corso-dell-anno-scolastico-2021-22-in-biblioteca.png|;"Presentazione del lavoro svolto dagli alunni dell’I.C. di Mezzocorona nel corso dell’anno scolastico 2021/22 e riflessioni sul tema dell’uso e la tutela dell’acqua.GIOVEDI’ 19 OTTOBRE 2023 alle ore 20.15PRESSO LA BIBLIOTECA DI MEZZOCORONAInterverranno:Cristina Stefani, vicesindaco e assessore alla cultura e istruzione del Comune di MezzocoronaPaola Sigmund, dirigente dell’I.C. MezzocoronaMaria Cristina Bruno, idrobiologa della Fondazione E. MachLeone Melchiori, esperto in storia localeMaria Angela Trapin, ex animatrice della Casa di Riposo di MezzocoronaGli insegnanti che hanno partecipato al progetto: Elisa Marigo, Giulia Pacher, Maria Vullo con alunniAl termine della serata sarà distribuita gratuitamente una copia del libro: “L’acqua, il paesaggio e il lavoro dell’uomo nella Piana Rotaliana” (fino ad esaurimento copie).&nbsp,";;19/10/2023;19/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Serata sulla prevenzione dei tumori nel mese della campagna ""Nastro rosa""";;var/mezzocorona/storage/images/turismo/calendario-eventi/serata-sulla-prevenzione-dei-tumori-nel-mese-della-campagna-nastro-rosa/403457-1-ita-IT/Serata-sulla-prevenzione-dei-tumori-nel-mese-della-campagna-Nastro-rosa.jpg|;"Giovedì 26 ottobre h. 20.30 presso la sala mansarda della biblioteca è prevista la presentazione del libro della dott.ssa Roberta Tamagni &quot,Arcani specchi di rinascita&quot,, che parla del percorso dalla diagnosi di tumore al seno alla guarigione.L'iniziativa è prevista nell'ambito della Campagna Nastro Rosa promossa dalla Lilt dall'Assessorato alla sanità del comune di Mezzocorona.";;26/10/2023;26/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Torna la festa del bene comune-sesta edizione";;var/mezzocorona/storage/images/turismo/calendario-eventi/torna-la-festa-del-bene-comune-sesta-edizione/403507-1-ita-IT/Torna-la-festa-del-bene-comune-sesta-edizione.jpg|;"Domenica 29 ottobre torna a Mezzocorona la festa del bene comune con un ricco programma che è consultabile nella locandina allegata.iscrizioni entro mercoledì 25 ottobre a info@comune.mezzocorona.tn.ito tramite modulo onlinehttps://docs.google.com/forms/d/e/1FAIpQLSdsheQvg-uTQCBlR44IPYDq2BJgtjhModWqCxYsKkEKrDx3gw/viewform?usp=sf_link";www.comune.mezzocorona.tn.it/content/download/43112/403509/IMG-20231019-WA0004.jpg;29/10/2023;29/10/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Presentazione del libro di Leone Melchiori al Palarotari";;var/mezzocorona/storage/images/turismo/calendario-eventi/presentazione-del-libro-di-leone-melchiori-al-palarotari/403734-1-ita-IT/Presentazione-del-libro-di-Leone-Melchiori-al-Palarotari.png|;"Il Comune di Mezzocorona e la Cantina MezzaCorona vi invitano alla&nbsp,Presentazione del libro&nbsp,“I cinquanta masi della Vicinia di Mezzocorona: da Mainardo II a Maria Teresa d’Austria cinque secoli di storia”di Leone Melchiori&nbsp,Sabato 11 novembre 2023 ore 17.00&nbsp,PALAROTARIvia del Tonale, 110S. Michele all’Adige (TN)&nbsp,Le famiglie di Mezzocorona potranno ricevere il libro in omaggio.Ingresso libero.&nbsp,Informazioni:Biblioteca di Mezzocorona&nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, 0461608182";;11/11/2023;11/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Commemorazione Caduti di tutte le guerre";;var/mezzocorona/storage/images/turismo/calendario-eventi/commemorazione-caduti-di-tutte-le-guerre2/404395-1-ita-IT/Commemorazione-Caduti-di-tutte-le-guerre.png|;"sabato 4 novembre 2023 alle ore 19,30 presso il Monumento ai Caduti";;04/11/2023;;;;;;;;;;;;"Evento singolo";;;;;;;
"La Piana Rotaliana incontra l'Etna : iniziativa di Consorzio turistico e APT Paganella";;var/mezzocorona/storage/images/turismo/calendario-eventi/la-piana-rotaliana-incontra-l-etna-iniziativa-di-consorzio-turistico-e-apt-paganella/404756-1-ita-IT/La-Piana-Rotaliana-incontra-l-Etna-iniziativa-di-Consorzio-turistico-e-APT-Paganella.jpg|;"Domenica 5 e lunedì 6 novembre 2023&nbsp,la Piana Rotaliana incontra l'Etna&nbsp,Dopo&nbsp,Borgogna&nbsp,e&nbsp,Rioja, questa terza edizione vedrà come regione ospite l'Etna, zona produttiva siciliana d’eccellenza e rinomanza internazionale. Un’occasione unica per gli appassionati di vivere un entusiasmante confronto tra viticolture e territori &quot,di montagna&quot,.I comuni di&nbsp,Mezzolombardo,&nbsp,Mezzocorona&nbsp,e&nbsp,San Michele all'Adige&nbsp,(il cosiddetto&nbsp,&quot,campo rotaliano&quot,)&nbsp,ospiteranno dunque&nbsp,due giornate ricche di&nbsp,incontri, degustazioni guidate e&nbsp,banchi d'assaggio con i produttori&nbsp,aperti a tutti, un’occasione unica per approfondire o scoprire le peculiarità della cultura vitivinicola della Piana Rotaliana e della terza&nbsp,regione ospite. Le due mattinate saranno dedicate a&nbsp,wine talks e convegni, mentre nei pomeriggi andranno in scena&nbsp,masterclass&nbsp,e&nbsp,walk around tasting.&nbsp,La kermesse è&nbsp,ideata e organizzata dal&nbsp,Consorzio Turistico Piana Rotaliana Königsberg&nbsp,in collaborazione con&nbsp,Apt Dolomiti Paganella&nbsp,e&nbsp,l’Associazione Alteritas -&nbsp,Interazione tra i popoli.&nbsp,Sezione Trentino,&nbsp,sotto la regia di Alessandro Torcoli, direttore della rivista Civiltà del bere.&nbsp,Tutte le info suwww.pianarotaliana.it";;05/11/2023;06/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Incontri di lettura Nati  per leggere";;var/mezzocorona/storage/images/turismo/calendario-eventi/incontri-di-lettura-nati-per-leggere/405023-1-ita-IT/Incontri-di-lettura-Nati-per-leggere.png|;"Nella settimana nazionale Nati per leggere la biblioteca propone una valigia di letture il giorno 23.11.23 come da locandina allegata.";"www.comune.mezzocorona.tn.it/content/download/43283/405025/LOCANDINA SETTIMANA NAZIONALE NATI PER LEGGERE.pdf";23/11/2023;23/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Serate sull'Alzheimer di Farmacia Zanini e casa di riposo APSP Cristani de Luca";;var/mezzocorona/storage/images/turismo/calendario-eventi/serate-sull-alzheimer-di-farmacia-zanini-e-casa-di-riposo-apsp-cristani-de-luca/405241-1-ita-IT/Serate-sull-Alzheimer-di-Farmacia-Zanini-e-casa-di-riposo-APSP-Cristani-de-Luca.png|;"Nel mese di novembre nei mercoledì 8 e 15 novembre alle ore 20.30 verranno proposte due serate di approfondimento sull'Alzheimer di Farmacia Zanini e casa di riposo APSP Cristani de Luca presso Palazzo Vogtenhof";;08/11/2023;08/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Serate di approfondimento sull'Alzheimer di Farmacia Zanini e casa di riposo APSP Cristani de Luca ";;var/mezzocorona/storage/images/turismo/calendario-eventi/serate-di-approfondimento-sull-alzheimer-di-farmacia-zanini-e-casa-di-riposo-apsp-cristani-de-luca/405266-1-ita-IT/Serate-di-approfondimento-sull-Alzheimer-di-Farmacia-Zanini-e-casa-di-riposo-APSP-Cristani-de-Luca.png|;"Nel mese di novembre nei mercoledì 8 e 15 novembre alle ore 20.30 verranno proposte due serate di approfondimento sull'Alzheimer di Farmacia Zanini e casa di riposo APSP Cristani de Luca presso Palazzo Vogtenhof";;15/11/2023;15/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Corso di origami per ragazzi ed adulti condotto dalla origamista professionista Alessandra Lamio in biblioteca ";;var/mezzocorona/storage/images/turismo/calendario-eventi/corso-di-origami-per-ragazzi-ed-adulti-condotto-dalla-origamista-professionista-alessandra-lamio-in-biblioteca/405336-1-ita-IT/Corso-di-origami-per-ragazzi-ed-adulti-condotto-dalla-origamista-professionista-Alessandra-Lamio-in-biblioteca.jpg|;"Il giorno 7 dicembre dalle ore 20.30 alle ore 22.30 è prevista la realizzazione di un corso di origami per ragazzi ed adulti condotto dalla origamista professionista Alessandra Lamio in biblioteca a Mezzocorona.";;07/12/2023;07/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Arriva San Nicolò";;var/mezzocorona/storage/images/turismo/calendario-eventi/arriva-san-nicolo2/405361-1-ita-IT/Arriva-San-Nicolo.jpg|;"Il C.C.R. IL MELOGRANO ORGANIZZA&quot,ARRIVA S. NICOLO'&quot,&nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp,05&nbsp, DICEMBRE&nbsp, 2023&nbsp,ALLE ORE 16,30&nbsp,IN PIAZZA SAN GOTTARDO CON LANTERNE E BANDONI PER SFILARE NELLE VIE DEL PAESEALLA FINE TUTTI IN PIAZZA DELLA CHIESA A FESTEGGIARE&nbsp,&nbsp,SAN NICOLO' DARA'&nbsp, UN PICCOLO DONO A TUTTI I BAMBINI";;05/12/2023;05/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Presentazione del calendario  ""Le orchidee del monte di Mezzocorona""";;var/mezzocorona/storage/images/turismo/calendario-eventi/presentazione-del-calendario-le-orchidee-del-monte-di-mezzocorona/406280-1-ita-IT/Presentazione-del-calendario-Le-orchidee-del-monte-di-Mezzocorona.jpg|;"Il giorno 9 dicembre alle ore 20.30 verrà presentato in biblioteca il calendario 2024 &quot,Le orchidee del Monte di Mezzocorona a cura di Mauro Varner e Luisa Mattedi con opere di Paola de Manincor&quot,.Il calendario è disponibile gratuitamente per i residenti a partire dal giorno della presentazione.";;09/12/2023;09/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"GIORNATA INTERNAZIONALE PER L'ELIMINAZIONE DELLA VIOLENZA CONTRO LE DONNE";;var/mezzocorona/storage/images/turismo/calendario-eventi/giornata-internazionale-per-l-eliminazione-della-violenza-contro-le-donne/407052-1-ita-IT/GIORNATA-INTERNAZIONALE-PER-L-ELIMINAZIONE-DELLA-VIOLENZA-CONTRO-LE-DONNE.jpg|;"Nella giornata internazionale per l'eliminazione della violenza contro le donne l'amministrazione comunale propone un momento di raccoglimento nel cortile di palazzo Firmian alle ore 18.00 per ricordare le vittime di femminicidi.";;25/11/2023;25/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
