remoteId,published,modified,Titolo,Eventuale sottotitolo,Identificativo dell'evento,Tipo di evento,Argomenti,Iniziativa di cui fa parte,Tempo di lettura,Descrizione breve,Descrizione completa,Galleria immagini,Video,Destinatari,Informazioni sui destinatari,Luogo dell'evento,Parole chiave,Locandina,Punti di contatto,Date ed orari dell'evento,E' gratuito,Offerta,Allegati,Presenti all'evento,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Organizzatori,Sponsor,Servizio di traduzione curato da,Patrocinio,Valutazione dell'evento,Lingue usate all'evento,Recensione,Indicato per,Numero massimo di posti
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Ruben Östlund.
Con Harris Dickinson, Charlbi Dean, Woody Harrelson.Svezia, Gran Bretagna, USA, Francia, 2022 | Commedia drammatica | durata 145’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
"Tratto dal romanzo omonimo di Sandro Veronesi, vincitore del Premio Strega 2020",,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Francesca Archibugi. Con Pierfrancesco Favino, Nanni Moretti,
Kasia Smutniak, Bérénice Bejo, Laura Morante.Italia, 2022 | Drammatico | durata 125’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
"Tratto dal romanzo omonimo di Sandro Veronesi, vincitore del Premio Strega 2020",,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Francesca Archibugi. Con Pierfrancesco Favino, Nanni Moretti,
Kasia Smutniak, Bérénice Bejo, Laura Morante.Italia, 2022 | Drammatico | durata 125’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
NEXT GENERATION,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Pierre Coré. Con Robinson Mensah Rouanet, Michèle Laroque, Alice
David, Caroline Anglade.Francia, 2022 | Avventura, family | durata 96’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
NEXT GENERATION,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Pierre Coré. Con Robinson Mensah Rouanet, Michèle Laroque, Alice
David, Caroline Anglade.Francia, 2022 | Avventura, family | durata 96’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Michele Placido. Con Riccardo Scamarcio, Louis Garrel,
Isabelle Huppert, Micaela Ramazzotti, Tedua.Italia, Francia, 2022 | Drammatico | durata 120’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Michele Placido. Con Riccardo Scamarcio, Louis Garrel,
Isabelle Huppert, Micaela Ramazzotti, Tedua.Italia, Francia, 2022 | Drammatico | durata 120’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Vikor Glukhusin. Russia, Ungheria, 2022 | Animazione, family | durata 88’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
BOWIE,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Brett Morgen. Con David Bowie.Usa, 2022 | Documentario biografico musicale | durata 135’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
BOWIE,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Brett Morgen. Con David Bowie.Usa, 2022 | Documentario biografico musicale | durata 135’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Roberto Andò. Con Toni Servillo, Salvatore Ficarra, Valentino Picone, Renato Carpentieri, Donatella Finocchiaro, Luigi Lo Cascio.Italia, 2022 | Commedia | durata 102’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Roberto Andò. Con Toni Servillo, Salvatore Ficarra, Valentino Picone, Renato Carpentieri, Donatella Finocchiaro, Luigi Lo Cascio.Italia, 2022 | Commedia | durata 102’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Anthony Fabian.
Con Lesley Manville, Jason Isaacs, Isabelle Huppert, Alba Baptista.Gran Bretagna, 2022 | Commedia | durata 115’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Anthony Fabian.
Con Lesley Manville, Jason Isaacs, Isabelle Huppert, Alba Baptista.Gran Bretagna, 2022 | Commedia | durata 115’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
UN MONDO MISTERIOSO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Don Hall.Usa, 2022 | Animazione, avventura, family | durata 97’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
UN MONDO MISTERIOSO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Don Hall.Usa, 2022 | Animazione, avventura, family | durata 97’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Vikor Glukhusin.Russia, Ungheria, 2022 | Animazione, family | durata 88’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia Louis-Julien Petit. Con Audrey Lamy,
François Cluzet, Fatou Kaba, Chantal Neuwirth.Francia, 2022 | Commedia | durata 97’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia Louis-Julien Petit. Con Audrey Lamy,
François Cluzet, Fatou Kaba, Chantal Neuwirth.Francia, 2022 | Commedia | durata 97’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Chris Terrill.
Con Kate Ballard, Tom Ballard, Karim Hayat.Regno Unito, 2022 | Drammatico | durata 100’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
L’AVVENTURA DELLE 7 NOTE,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Jean-Christophe Roger (II), Julien Chheng.
Francia, Lussemburgo, 2022 | Animazione, avventuradurata 80’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
L’ULTIMO DESIDERIO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Joel Crawford, Januel Mercado.Usa, 2022 | Animazione, avventura | durata 100’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
L’ULTIMO DESIDERIO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Joel Crawford, Januel Mercado.Usa, 2022 | Animazione, avventura | durata 100’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
LA VIA DELL’ACQUA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di James Cameron.
Con Sam Worthington, Zoe Saldana, Kate Winslet.Usa, 2022 | Fantascienza, avventura | durata 190’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
LA VIA DELL’ACQUA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di James Cameron.
Con Sam Worthington, Zoe Saldana, Kate Winslet.Usa, 2022 | Fantascienza, avventura | durata 190’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Massimo Venier.
Con Aldo, Giovanni, Giacomo, Antonella Attili.Italia, 2022 | Commedia | durata 92’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Massimo Venier.
Con Aldo, Giovanni, Giacomo, Antonella Attili.Italia, 2022 | Commedia | durata 92’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Steven Spielberg.
Con Gabriel LaBelle, Michelle Williams, Paul Dano.Usa, 2022 | Drammatico, biografico | durata 130’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
L’ULTIMO DESIDERIO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Joel Crawford, Januel Mercado.Usa, 2022 | Animazione, avventura | durata 100’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
L’ULTIMO DESIDERIO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Joel Crawford, Januel Mercado.Usa, 2022 | Animazione, avventura | durata 100’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
LA VIA DELL’ACQUA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di James Cameron.
Con Sam Worthington, Zoe Saldana, Kate Winslet.Usa, 2022 | Fantascienza, avventura | durata 190’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
LA VIA DELL’ACQUA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di James Cameron.
Con Sam Worthington, Zoe Saldana, Kate Winslet.Usa, 2022 | Fantascienza, avventura | durata 190’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
LA VIA DELL’ACQUA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di James Cameron.
Con Sam Worthington, Zoe Saldana, Kate Winslet.Usa, 2022 | Fantascienza, avventura | durata 190’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
LA VIA DELL’ACQUA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di James Cameron.
Con Sam Worthington, Zoe Saldana, Kate Winslet.Usa, 2022 | Fantascienza, avventura | durata 190’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Steven Spielberg.
Con Gabriel LaBelle, Michelle Williams, Paul Dano.Usa, 2022 | Drammatico, biografico | durata 130’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Steven Spielberg.
Con Gabriel LaBelle, Michelle Williams, Paul Dano.Usa, 2022 | Drammatico, biografico | durata 130’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Massimo Venier.
Con Aldo, Giovanni, Giacomo, Antonella Attili.Italia, 2022 | Commedia | durata 92’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Fabio De Luigi.
Con Fabio De Luigi, Virginia Raffaele.Italia, 2022 | Commedia, family | durata 94’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
L’AVVENTURA DELLE 7 NOTE,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Jean-Christophe Roger (II), Julien Chheng.
Francia, Lussemburgo, 2022 | Animazione, avventuradurata 80’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Felix Van Groeningen, Charlotte Vandermeersch.
Con Luca Marinelli, Alessandro Borghi.Italia, Francia, Belgio, 2022 | Drammatico | durata 145’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Felix Van Groeningen, Charlotte Vandermeersch.
Con Luca Marinelli, Alessandro Borghi.Italia, Francia, Belgio, 2022 | Drammatico | durata 145’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
IL FILM. FLAMINGO PARTY,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Emanuele Pisano.Italia, 2023 | Commedia, musicale | durata 85’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
IL FILM. FLAMINGO PARTY,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Emanuele Pisano.Italia, 2023 | Commedia, musicale | durata 85’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
UNA VOCE LEGGENDA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Kasi Lemmons.
Con Stanley Tucci, Tamara Tunie.Usa, 2022 | Bigrafico | durata 144’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
UNA VOCE LEGGENDA,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Kasi Lemmons.
Con Stanley Tucci, Tamara Tunie.Usa, 2022 | Bigrafico | durata 144’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Fabio De Luigi.
Con Fabio De Luigi, Virginia Raffaele.Italia, 2022 | Commedia, family | durata 94’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,Trentino Spettacoli,,,,,,,,Segreteria e protocollo,,,,,,,,0,,,
Arco: nuove date consegna kit,,Giornata aperta,"Ambiente
Gestione dei rifiuti",,2,Per chi non avesse ancora potuto provvedere al ritiro del kit per la raccolta rifiuti per il nuovo servizio porta a porta nel comune di Arco sono stati previsti altri giorni nei quali verrà effettuata una distribuzione straordinaria.,"Le date di distribuzione kit:


mercoledì 4 gennaio

lunedì 9 gennaio

sabato 14 gennaio

lunedì 16 gennaio

sabato 21 gennaio


la distribuzione avverrà presso i locali dell'oratorio di Via Pomerio ad Arco dalle ore 9,00 alle ore 13,00.",RSU-Avvio xComune Arco,,Età utenti,,,,,Idealservice soc. coop.,,,,,,,,RSU,,,,,,,,0.0,,,,
Arco: nuove date consegna kit,,Giornata aperta,"Ambiente
Gestione dei rifiuti",,2,Per chi non avesse ancora potuto provvedere al ritiro del kit per la raccolta rifiuti per il nuovo servizio porta a porta nel comune di Arco sono stati previsti altri giorni nei quali verrà effettuata una distribuzione straordinaria.,"Le date di distribuzione kit:


mercoledì 4 gennaio

lunedì 9 gennaio

sabato 14 gennaio

lunedì 16 gennaio

sabato 21 gennaio


la distribuzione avverrà presso i locali dell'oratorio di Via Pomerio ad Arco dalle ore 9,00 alle ore 13,00.",RSU-Avvio xComune Arco,,Età utenti,,,,,Idealservice soc. coop.,,,,,,,,RSU,,,,,,,,0.0,,,,
Arco: nuove date consegna kit,,Giornata aperta,"Ambiente
Gestione dei rifiuti",,2,Per chi non avesse ancora potuto provvedere al ritiro del kit per la raccolta rifiuti per il nuovo servizio porta a porta nel comune di Arco sono stati previsti altri giorni nei quali verrà effettuata una distribuzione straordinaria.,"Le date di distribuzione kit:


mercoledì 4 gennaio

lunedì 9 gennaio

sabato 14 gennaio

lunedì 16 gennaio

sabato 21 gennaio


la distribuzione avverrà presso i locali dell'oratorio di Via Pomerio ad Arco dalle ore 9,00 alle ore 13,00.",RSU-Avvio xComune Arco,,Età utenti,,,,,Idealservice soc. coop.,,,,,,,,RSU,,,,,,,,0.0,,,,
