remoteId,published,modified,Titolo,Eventuale sottotitolo,Identificativo dell'evento,Tipo di evento,Argomenti,Iniziativa di cui fa parte,Tempo di lettura,Descrizione breve,Descrizione completa,Galleria immagini,Video,Destinatari,Informazioni sui destinatari,Luogo dell'evento,Parole chiave,Locandina,Punti di contatto,Date ed orari dell'evento,E' gratuito,Offerta,Allegati,Presenti all'evento,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Organizzatori,Sponsor,Servizio di traduzione curato da,Patrocinio,Valutazione dell'evento,Lingue usate all'evento,Recensione,Indicato per,Numero massimo di posti
a35f094299e20e5307688af735a2cb99,2022-12-22T17:00:54+01:00,2022-12-27T16:32:43+01:00,Il Gatto con gli stivali 2: L’ultimo desiderio | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,"Regia di Joel Crawford, Januel Mercado","Il Gatto con gli stivali 2: L’ultimo desiderioRegia di Joel Crawford, Januel MercadoAnimazione | USA, 2022 | durata 100'
Il coraggioso micio si ritrova coinvolto in una nuova avventura che lo porterà in un viaggio epico alla ricerca della leggendaria Stella dei Desideri nella Foresta Nera per riappropriarsi delle vite perdute. Avendo una sola vita a disposizione, il Gatto sarà costretto a chiedere aiuto alla sua ex partner e nemesi: l’affascinante Kitty “Zampe di Velluto”.Nella loro impresa, il Gatto e Kitty saranno aiutati – contro ogni buon senso – da un malconcio, loquace e gioioso randagio, di nome Perro. Insieme, il nostro trio di eroi dovrà rimanere un passo avanti rispetto a Riccioli D’oro e alla Famiglia Criminale dei tre Orsi, composta da “Big” Jack Horner, e dal terrificante cacciatore di taglie, il Grande Lupo Cattivo.-----Lunedì 26 dicembre 2022 | ore 17.00Martedì 27 dicembre 2022 | ore 17.00Giovedì 5 gennaio 2023 | ore 17.00Domenica 8 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ilgattoconglistivali2,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/6451/235064/4/65a9a1858f99a4c40c6a687d3714173d.pdf/file/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,Comune di Mezzolombardo,,,,,,,,0
c90ed4102d66ab54169c63819a5eed77,2022-12-22T17:06:47+01:00,2022-12-27T16:33:58+01:00,Il Gatto con gli stivali 2: L’ultimo desiderio | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,"Regia di Joel Crawford, Januel Mercado","Il Gatto con gli stivali 2: L’ultimo desiderioRegia di Joel Crawford, Januel MercadoAnimazione | USA, 2022 | durata 100'
Il coraggioso micio si ritrova coinvolto in una nuova avventura che lo porterà in un viaggio epico alla ricerca della leggendaria Stella dei Desideri nella Foresta Nera per riappropriarsi delle vite perdute. Avendo una sola vita a disposizione, il Gatto sarà costretto a chiedere aiuto alla sua ex partner e nemesi: l’affascinante Kitty “Zampe di Velluto”.Nella loro impresa, il Gatto e Kitty saranno aiutati – contro ogni buon senso – da un malconcio, loquace e gioioso randagio, di nome Perro. Insieme, il nostro trio di eroi dovrà rimanere un passo avanti rispetto a Riccioli D’oro e alla Famiglia Criminale dei tre Orsi, composta da “Big” Jack Horner, e dal terrificante cacciatore di taglie, il Grande Lupo Cattivo.-----Lunedì 26 dicembre 2022 | ore 17.00Martedì 27 dicembre 2022 | ore 17.00Giovedì 5 gennaio 2023 | ore 17.00Domenica 8 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ilgattoconglistivali2,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6456/235176/3/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
17b1e20133155105bd43db3c542da16d,2022-12-22T17:03:44+01:00,2022-12-27T16:33:39+01:00,Avatar 2: La Via dell’Acqua | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di James Cameron,"Avatar 2: La Via dell’AcquaRegia di James Cameroncon Kate Winslet, Zoe Saldana, Sam Worthington, Sigourney Weaver, Oona ChaplinFantascienza, Avventura | USA, 2022 | durata 190'Sequel in live action del film campione d’incassi Avatar del 2009. La storia è ambientata diversi anni dopo gli eventi visti nel primo Avatar. Ritroveremo i due protagonisti Jake Sully e Neytiri ancora insieme e con figli al seguito, pronti ad eplorare lo sconfinato mondo di Pandora e ad affrontare nuovi conflitti con l’umanità. La coppia si troverà inoltre a fare i conti con i problemi coniugali legati all’educazione dei propri figli.-----Lunedì 26 dicembre 2022 | ore 21.00Mercoledì 28 dicembre 2022 | ore 17.00Mercoledì 4 gennaio 2023 | ore 17.00Sabato 7 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",avatar,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6453/235101/3/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
1de22f7ea46d25b0df8530dc24a154f0,2022-12-22T17:17:06+01:00,2022-12-27T16:36:35+01:00,Il grande giorno | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Massimo Venier,"Il grande giornoRegia di Massimo Veniercon Aldo, Giovanni e GiacomoCommedia | Italia, 2022 | 92'La storia di una lunga amicizia, messa in discussione durante un matrimonio.
In una grande villa, sita sul lago di Como, si accingono i preparativi per le nozze di Elio e Caterina, pronti a celebrare il giorno più bello della loro vita e anche quello dei loro genitori, in particolare dei padri Giovanni e Giacomo. I due sono amici d’infanzia, hanno frequentato le stesse scuole e condiviso ogni cosa, dalla’azienda familiare Sagrate Arredi fino alle vacanze. Ora il matrimonio tra i rispettivi figli va ulteriormente a confermare questa amicizia di lunga data, indissolubile e fraterna.
Per queste nozze non hanno badato a spese: hanno organizzato ben tre giorni di festeggiamenti, chiamato un Cardinale per celebrare il matrimonio, servito vini prestigiosi e contatto chef stellati, insomma, il meglio del meglio. Inoltre, l’organizzazione è stata affidata a un maître, molto caro, noto come “il Riccardo Muti del catering”.Alla festa, però, si presenta in compagnia di Margherita, ex moglie di Giovanni, anche Aldo, il nuovo compagno della donna. Un uomo simpatico ed espansivo, ma soprattutto casinista, che finisce per abbattersi sulla celebrazione come un vero e proprio tornado con diverse gaffes e incidenti molto costosi. Nonostante Giovanni e Giacomo provino in ogni modo a contenere il caos creato da Aldo, quest’ultimo finisce per essere solo una misera goccia che fa traboccare un vaso già colmo. È così che viene a galla un malessere fino a quel momento nascosto, che rischia di mandare all’aria non solo l’amicizia storica tra Giacomo e Giovanni, ma lo stesso matrimonio. L’irruento arrivo di Aldo porterà tutti a fare i conti con i propri dubbi e soprattutto con il coraggio che richiede raggiungere la felicità che si desidera.-----Domenica 25 dicembre 2022 | ore 21.00Venerdì 30 dicembre 2022 | ore 21.00Martedì 3 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ilgrandegiorno,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/6466/235439/2/2f188e4a1b21cbe90bc770da0eb7f246.pdf/file/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,Comune di Mezzolombardo,,,,,,,,0
79731f607a921c03373dc202f31f5ef5,2022-12-22T17:13:16+01:00,2022-12-27T16:35:38+01:00,Il grande giorno | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Massimo Venier,"Il grande giornoRegia di Massimo Veniercon Aldo, Giovanni e GiacomoCommedia | Italia, 2022 | 92'La storia di una lunga amicizia, messa in discussione durante un matrimonio.
In una grande villa, sita sul lago di Como, si accingono i preparativi per le nozze di Elio e Caterina, pronti a celebrare il giorno più bello della loro vita e anche quello dei loro genitori, in particolare dei padri Giovanni e Giacomo. I due sono amici d’infanzia, hanno frequentato le stesse scuole e condiviso ogni cosa, dalla’azienda familiare Sagrate Arredi fino alle vacanze. Ora il matrimonio tra i rispettivi figli va ulteriormente a confermare questa amicizia di lunga data, indissolubile e fraterna.
Per queste nozze non hanno badato a spese: hanno organizzato ben tre giorni di festeggiamenti, chiamato un Cardinale per celebrare il matrimonio, servito vini prestigiosi e contatto chef stellati, insomma, il meglio del meglio. Inoltre, l’organizzazione è stata affidata a un maître, molto caro, noto come “il Riccardo Muti del catering”.Alla festa, però, si presenta in compagnia di Margherita, ex moglie di Giovanni, anche Aldo, il nuovo compagno della donna. Un uomo simpatico ed espansivo, ma soprattutto casinista, che finisce per abbattersi sulla celebrazione come un vero e proprio tornado con diverse gaffes e incidenti molto costosi. Nonostante Giovanni e Giacomo provino in ogni modo a contenere il caos creato da Aldo, quest’ultimo finisce per essere solo una misera goccia che fa traboccare un vaso già colmo. È così che viene a galla un malessere fino a quel momento nascosto, che rischia di mandare all’aria non solo l’amicizia storica tra Giacomo e Giovanni, ma lo stesso matrimonio. L’irruento arrivo di Aldo porterà tutti a fare i conti con i propri dubbi e soprattutto con il coraggio che richiede raggiungere la felicità che si desidera.-----Domenica 25 dicembre 2022 | ore 21.00Venerdì 30 dicembre 2022 | ore 21.00Martedì 3 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ilgrandegiorno,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6461/235293/3/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
a92f57a79a5069c3c9ea4f26314eff60,2022-12-22T17:23:47+01:00,2022-12-27T16:37:38+01:00,Il Gatto con gli stivali 2: L’ultimo desiderio | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,"Regia di Joel Crawford, Januel Mercado","Il Gatto con gli stivali 2: L’ultimo desiderioRegia di Joel Crawford, Januel MercadoAnimazione | USA, 2022 | durata 100'
Il coraggioso micio si ritrova coinvolto in una nuova avventura che lo porterà in un viaggio epico alla ricerca della leggendaria Stella dei Desideri nella Foresta Nera per riappropriarsi delle vite perdute. Avendo una sola vita a disposizione, il Gatto sarà costretto a chiedere aiuto alla sua ex partner e nemesi: l’affascinante Kitty “Zampe di Velluto”.Nella loro impresa, il Gatto e Kitty saranno aiutati – contro ogni buon senso – da un malconcio, loquace e gioioso randagio, di nome Perro. Insieme, il nostro trio di eroi dovrà rimanere un passo avanti rispetto a Riccioli D’oro e alla Famiglia Criminale dei tre Orsi, composta da “Big” Jack Horner, e dal terrificante cacciatore di taglie, il Grande Lupo Cattivo.-----Lunedì 26 dicembre 2022 | ore 17.00Martedì 27 dicembre 2022 | ore 17.00Giovedì 5 gennaio 2023 | ore 17.00Domenica 8 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ilgattoconglistivali2,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6469/235533/2/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
27d39fb5656aae370ac997a54a7ab310,2022-12-22T17:11:01+01:00,2022-12-27T16:35:15+01:00,Ernest e Celestine – L’avventura delle 7 note | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,"Regia di Jean-Christophe Roger, Julien Chheng","Ernest e Celestine – L’avventura delle 7 noteRegia di Jean-Christophe Roger, Julien ChhengAnimazione, avventura | Francia, Lussemburgo, 2022 | durata 80'
Ernest e Celestine sono due amici che si dovranno imbarcare in una nuova avventura quando il loro violino si romperà. Per ripararlo, i due si metteranno in viaggio verso il paese natale di Ernest, che proviene da una terra magica fatta di musica, dove si esibiscono i migliori artisti al mondo.Una volta arrivati Ernest e Celestine si ritroveranno davanti, però, un paese completamente diverso, non si respira per nulla un’aria di gioia né si sentono suonare melodie, perché ogni forma di musica è stata bandita. Non riuscendo a immaginare come si possa vivere senza musica, i due insieme a un loro gruppo di amici e a un misterioso fuorilegge con la maschera cercheranno di riportare la Terra degli Orsi a quando era una landa piena di felicità e melodie nell’aria.-----Venerdì 30 dicembre 2022 | ore 17.00Venerdì 6 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ernestecelestin,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6459/235251/3/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
2df5ceea963ff693d8d487052b390b54,2022-12-22T17:14:05+01:00,2022-12-27T16:36:10+01:00,"Sì, Chef! – La brigade | Natale al Cinema",,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Louis-Julien Petit,"Sì, Chef! – La brigade
Regia di Louis-Julien Petitcon Audrey Lamy, François Cluzet, Chantal Neuwirth, Fatou Kaba, Yannick KalomboCommedia | Francia, 2022 | 97'
Racconta la storia di Cathy , una chef quarantenne che ama il suo lavoro e sogna di aprire un giorno un ristorante stellato. Purtroppo per lei non va tutto liscio e, a causa di conti e complessità organizzative, la donna deve fronteggiare sin da subito gli ostacoli del suo mestiere.Per rilanciarsi, Cathy è costretta ad accettare un impiego in una remota zona fuori città come cuoca di una mensa in un centro che accoglie giovani migranti. Nonostante all’inizio sia riluttante e per nulla contenta di iniziare questa nuova esperienza, col tempo la chef inizierà a legare con colleghi e ragazzi, grazie alla sua grande passione per la cucina. Cathy avrà così modo di stingere nuove amicizie e imparare tanto dai suoi nuovi amici.-----Lunedì 2 gennaio 2023 | ore 21.00Giovedì 5 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",sichef,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6462/235326/2/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
50fdad9fcb6ca99be8456d4ddfcb9973,2022-12-22T17:16:13+01:00,2022-12-27T16:38:19+01:00,"Sì, Chef! – La brigade | Natale al Cinema",,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Louis-Julien Petit,"Sì, Chef! – La brigade
Regia di Louis-Julien Petitcon Audrey Lamy, François Cluzet, Chantal Neuwirth, Fatou Kaba, Yannick KalomboCommedia | Francia, 2022 | 97'
Racconta la storia di Cathy , una chef quarantenne che ama il suo lavoro e sogna di aprire un giorno un ristorante stellato. Purtroppo per lei non va tutto liscio e, a causa di conti e complessità organizzative, la donna deve fronteggiare sin da subito gli ostacoli del suo mestiere.Per rilanciarsi, Cathy è costretta ad accettare un impiego in una remota zona fuori città come cuoca di una mensa in un centro che accoglie giovani migranti. Nonostante all’inizio sia riluttante e per nulla contenta di iniziare questa nuova esperienza, col tempo la chef inizierà a legare con colleghi e ragazzi, grazie alla sua grande passione per la cucina. Cathy avrà così modo di stingere nuove amicizie e imparare tanto dai suoi nuovi amici.-----Lunedì 2 gennaio 2023 | ore 21.00Giovedì 5 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",sichef,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6464/235368/2/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
a2766e357e51941d2f86f5bcc6649274,2022-12-22T17:21:26+01:00,2022-12-27T16:37:04+01:00,Avatar 2: La Via dell’Acqua | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di James Cameron,"Avatar 2: La Via dell’AcquaRegia di James Cameroncon Kate Winslet, Zoe Saldana, Sam Worthington, Sigourney Weaver, Oona ChaplinFantascienza, Avventura | USA, 2022 | durata 190'Sequel in live action del film campione d’incassi Avatar del 2009. La storia è ambientata diversi anni dopo gli eventi visti nel primo Avatar. Ritroveremo i due protagonisti Jake Sully e Neytiri ancora insieme e con figli al seguito, pronti ad eplorare lo sconfinato mondo di Pandora e ad affrontare nuovi conflitti con l’umanità. La coppia si troverà inoltre a fare i conti con i problemi coniugali legati all’educazione dei propri figli.-----Lunedì 26 dicembre 2022 | ore 21.00Mercoledì 28 dicembre 2022 | ore 17.00Mercoledì 4 gennaio 2023 | ore 17.00Sabato 7 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",avatar,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/6467/235472/2/191ecb6813ecd9624290e2acd9306000.pdf/file/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa (1).pdf,,,,Comune di Mezzolombardo,,,,,,,,0
49b257a24220893a3f03d905bd54ec59,2022-12-22T17:08:31+01:00,2022-12-27T16:34:29+01:00,The Fabelmans | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Steven Spielberg,"The FabelmansRegia di Steven Spielbergcon Gabriel LaBelle, Michelle Williams, Paul Dano, Seth Rogen, Oakes FegleyDrammatico, biografico | USA, 2022 | durata 130'
Una storia semi-autobiografica, basata sull’infanzia e l’adolescenza del regista e in particolare si ispira al periodo tracorso in Arizona.
Il film racconta la storia di Sammy Fabelman, un ragazzo cresciuto tra l’Arizona e la California tra gli anni 50 e 60, che grazie all’amore di sua madre per la musica e il cinema, si appassiona anche lui alla settima arte.Il giovane scopre uno sconvolgete segreto familiare e si rifugia nella magia del cinema, che con il suo potere salvifico può aiutarlo a vedere la verità…-----Martedì 27 dicembre 2022 | ore 21.00Venerdì 6 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",thefabelmans,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/6457/235214/3/6007b8d698383ec0971ec9754a9cdae8.pdf/file/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,Comune di Mezzolombardo,,,,,,,,0
082deac8d6de4c8006b9504438a19012,2022-12-22T17:06:06+01:00,2022-12-27T16:34:54+01:00,Avatar 2: La Via dell’Acqua | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di James Cameron,"Avatar 2: La Via dell’AcquaRegia di James Cameroncon Kate Winslet, Zoe Saldana, Sam Worthington, Sigourney Weaver, Oona ChaplinFantascienza, Avventura | USA, 2022 | durata 190'Sequel in live action del film campione d’incassi Avatar del 2009. La storia è ambientata diversi anni dopo gli eventi visti nel primo Avatar. Ritroveremo i due protagonisti Jake Sully e Neytiri ancora insieme e con figli al seguito, pronti ad eplorare lo sconfinato mondo di Pandora e ad affrontare nuovi conflitti con l’umanità. La coppia si troverà inoltre a fare i conti con i problemi coniugali legati all’educazione dei propri figli.-----Lunedì 26 dicembre 2022 | ore 21.00Mercoledì 28 dicembre 2022 | ore 17.00Mercoledì 4 gennaio 2023 | ore 17.00Sabato 7 gennaio 2023 | ore 21.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",avatar,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6455/235143/3/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
e63d6de7ad25e369148a50b3d80d90f4,2022-12-22T17:29:25+01:00,2022-12-27T16:41:23+01:00,Tre di troppo | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Fabio De Luigi,"Tre di troppo
Regia di Fabio De Luigicon Fabio De Luigi, Virginia Raffaele, Barbara Chichiarelli, Fabio BalsamoCommedia | Italia, 2023 | durata 94'
La storia di Marco e Giulia, una coppia che trascorre la sua vita in modo perfetto. Sono passionali, in forma, alla moda e soprattutto… senza figli. Per loro la vita di coppia può essere vissuta in due modi: all’Inferno con bambini pestiferi che rendono la vita dei genitori un incubo, portandoli all’esasperazione più totale, o in Paradiso, dove le coppie senza figli possono godersi le giornate in tranquillità, in ordine e senza urla o piagnistei. Loro hanno scelto di essere in Paradiso e ne sono fermamente convinti. Inoltre, cercano di distanziarsi dalle coppie di amici che non hanno intrapreso la loro stessa strada e che si ritrovano esauriti dalla loro stessa prole e con una vita matrimoniale sull’orlo del baratro.Ma il destino ha in serbo per la coppia altri piani: senza alcun motivo, una mattina i due si svegliano con la casa invasa da tre bambini di 10, 9 e 6 anni. Essere la mamma e il papà di tre figli sconvolgerà enormemente le loro esistenze e ogni loro certezza, portata avanti fino ad allora, si sgretolerà in mille pezzi. Marco e Giulia devono trovare un modo per liberarsi dei tre bambini e tornare alla loro tranquilla e spensierata vita, ma come?-----Sabato 14 gennaio 2023 | ore 21.00Domenica 15 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",treditroppo,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6475/235707/2/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
4dd7463a34f4f685fa91a40de59962f8,2022-12-22T17:27:05+01:00,2022-12-27T16:40:58+01:00,Tre di troppo | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Fabio De Luigi,"Tre di troppo
Regia di Fabio De Luigicon Fabio De Luigi, Virginia Raffaele, Barbara Chichiarelli, Fabio BalsamoCommedia | Italia, 2023 | durata 94'
La storia di Marco e Giulia, una coppia che trascorre la sua vita in modo perfetto. Sono passionali, in forma, alla moda e soprattutto… senza figli. Per loro la vita di coppia può essere vissuta in due modi: all’Inferno con bambini pestiferi che rendono la vita dei genitori un incubo, portandoli all’esasperazione più totale, o in Paradiso, dove le coppie senza figli possono godersi le giornate in tranquillità, in ordine e senza urla o piagnistei. Loro hanno scelto di essere in Paradiso e ne sono fermamente convinti. Inoltre, cercano di distanziarsi dalle coppie di amici che non hanno intrapreso la loro stessa strada e che si ritrovano esauriti dalla loro stessa prole e con una vita matrimoniale sull’orlo del baratro.Ma il destino ha in serbo per la coppia altri piani: senza alcun motivo, una mattina i due si svegliano con la casa invasa da tre bambini di 10, 9 e 6 anni. Essere la mamma e il papà di tre figli sconvolgerà enormemente le loro esistenze e ogni loro certezza, portata avanti fino ad allora, si sgretolerà in mille pezzi. Marco e Giulia devono trovare un modo per liberarsi dei tre bambini e tornare alla loro tranquilla e spensierata vita, ma come?-----Sabato 14 gennaio 2023 | ore 21.00Domenica 15 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",treditroppo,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6473/235665/2/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
d1f4cf67d0fb7aeba921b45b70d0c167,2022-12-22T17:24:14+01:00,2022-12-27T16:40:31+01:00,Il Gatto con gli stivali 2: L’ultimo desiderio | Natale al Cinema,,,Evento culturale,"Istruzione, cultura e sport",,2,"Regia di Joel Crawford, Januel Mercado","Il Gatto con gli stivali 2: L’ultimo desiderioRegia di Joel Crawford, Januel MercadoAnimazione | USA, 2022 | durata 100'
Il coraggioso micio si ritrova coinvolto in una nuova avventura che lo porterà in un viaggio epico alla ricerca della leggendaria Stella dei Desideri nella Foresta Nera per riappropriarsi delle vite perdute. Avendo una sola vita a disposizione, il Gatto sarà costretto a chiedere aiuto alla sua ex partner e nemesi: l’affascinante Kitty “Zampe di Velluto”.Nella loro impresa, il Gatto e Kitty saranno aiutati – contro ogni buon senso – da un malconcio, loquace e gioioso randagio, di nome Perro. Insieme, il nostro trio di eroi dovrà rimanere un passo avanti rispetto a Riccioli D’oro e alla Famiglia Criminale dei tre Orsi, composta da “Big” Jack Horner, e dal terrificante cacciatore di taglie, il Grande Lupo Cattivo.-----Lunedì 26 dicembre 2022 | ore 17.00Martedì 27 dicembre 2022 | ore 17.00Giovedì 5 gennaio 2023 | ore 17.00Domenica 8 gennaio 2023 | ore 17.00 -----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria: 30 minuti prima della proiezione",ilgattoconglistivali2,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/6470/235566/2/CTT_MEZZOLMBARDO_CINEMAnatale22_volantino_bassa.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
