remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
2049cb52a0c327bba8bf573eeb3e5fd2,2024-03-15T09:19:10+01:00,2024-10-08T16:22:56+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
DUE CHITARRE: SUONI E FANTASIEGiacomo e Andrea Parimbelli, chitarre",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
4b718058be4daeaab9b848fd1fbe9d0d,2024-03-15T09:45:24+01:00,2024-10-08T16:23:39+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
QUANDO IL RESPIRO SI FA MUSICAConcerto saggio degli amici dell’armonica a bocca
Dal 2016 i Concerti del Martedì di Casa Raphael sono realizzati in collaborazione con l'Associazione Ars Modi.La programmazione completa delle serate è disponibile qui.",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
052e3528978339cbd4e38836848808a4,2024-10-10T14:57:51+02:00,2024-10-12T09:51:11+02:00,Diario delle radici,,Mostra,,,Nuovo appuntamento con l'iniziativa Turismo delle Radici e Na vòlta a Ronzégno,"Tempo libero
Patrimonio culturale","Nell'ambito del progetto Turismo delle Radici e Na vòlta a Ronzégno vi aspettiamo all'appuntamento Diario delle Radici. Si tratta di un momento per condividere e raccogliere testimonianze e racconti sul tema dell'emigrazione.Appuntamento lunedì 21 ottobre alle ore 18:00 al casèlo vècio, sede del Coro S. Osvaldo.Per info contattare:


cellulare: 340 770 1815.

email: navoltaaronzegno@gmail.com


",Diario delle radici,,,"Adulti,Famiglie,Giovani,Anziani",,Palazzo del Municipio,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2510/41086/2/Diario+delle+radici+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
d20222f0af5a8200c4b32e49d1ae1513,2024-10-10T16:32:12+02:00,2024-10-12T09:54:11+02:00,Concerto Canzoni migranti,,Manifestazione artistica,,,"Nell'ambito della Festa della Castagna 2024 vi invitiamo alla serata Canzoni migranti, un concerto con il Coro S. Osvaldo di Roncegno Terme","Tempo libero
Patrimonio culturale","Il Comune di Roncegno Terme e il progetto memoria Na vòlta a Ronzégno, in collaborazione con il Coro S. Osvaldo di Roncegno Terme APS, diretto da Salvatore La Rosa, vi invitano al concerto Canzoni migranti.L'emigrazione raccontata attraverso la musica e il canto popolare con un accento sui canti valsuganotti riscoperti a Štivor, trascritti e conservati dal Maestro Primo Martinelli.Appuntamento con Canzoni migranti giovedì alle ore 21:00 al Salone delle Feste di Casa Raphael di Roncegno Terme.Per maggiori informazioni contattare:


Telefono: 340 770 1815;

Email: navoltaaronzegno@gmail.com.


",Canzoni migranti,,,"Adulti,Anziani,Bambini,Giovani,Famiglie",,Casa Raphael,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2516/41200/5/Canzoni+migranti+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
5b47071bbe9ee6339681fb30960f77f1,2024-10-10T15:54:59+02:00,2024-10-16T16:17:10+02:00,Na zena de 'sti ani,,Evento sociale,,,Nell'ambito della Festa della Castagna viene organizzata una cena come una volta: la zena de 'sti ani,Tempo libero,"Il Comune di Roncegno Terme e il progetto Na vòlta a Ronzégno, in collaborazione con l'Associazione Oratorio Roncegno APS, vi invitano a Na zena de 'sti ani.Il menù prevede: mose e late, bró brusà, polenta e tonco de ponteselo, verdure, bevande e il dolce di Štivor.Per partecipare viene richiesto:


la prenotazione da effettuare in Biblioteca Comunale Vitaliano Modena entro le ore 12:00 di sabato 19 ottobre 2024;

un contributo di € 10,00 da pagare al momento dell'arrivo.


Appuntamento mercoledì 23 ottobre alle ore 20:00 all'oratorio di Roncegno Terme.",Na zena de 'sti ani,,,"Adulti,Anziani,Famiglie,Bambini,Giovani",,Palazzo del Municipio,0,0,,,,"Viene richiesta la prenotazione e un contributo di €10,00.",,https://www.comune.roncegnoterme.tn.it/content/download/2512/41134/6/Na+zena+de+%27sti+ani+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,80,2,,,,,
bcefe634cc50070c86a2c2b67f568630,2024-10-16T16:41:51+02:00,2024-10-16T16:41:51+02:00,Halloween in biblioteca,,Manifestazione artistica,,,Pomeriggio in biblioteca con delle letture da brivido.,Tempo libero,La Biblioteca Comunale Vitaliano Modena vi aspetta per tutto il pomeriggio di giovedì 31 ottobre per il vostro dolcetto o scherzetto.Dalle ore 17:30 inoltre vi propone delle letture da brivido (attività indicata ai bambini dai 3 anni in su).,Halloween in biblioteca,,,"Bambini,Famiglie",,Sede Biblioteca Comunale,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2522/41335/1/Halloween+in+biblioteca++-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
0ba94ba7d1ce1b0850eae4f40b55b69d,2024-10-22T15:22:06+02:00,2024-10-22T15:32:12+02:00,Inaugurazione mostra fotografica,,Mostra,,,Inaugurazione della mostra Da Roncegno a Štivor... e ritorno con materiale che testimonia l'incontro tra le due popolazioni.,"Tempo libero
Patrimonio culturale","Nell'ambito della Festa della Castagna 2024 il progetto Turismo delle Radici, con la collaborazione dell'Associazione Štivor ETS, vi invita all'inaugurazione della mostra Da Roncegno a Štivor... e ritorno. La mostra raccoglie immagini e articoli che testimoniano gli incontri delle due popolazioni, la vita a Štivor con le consonanze e le differenze con quella vissuta a Roncegno.Appuntamento sabato 26 ottobre alle ore 16:30 presso l'atrio del Comune di Roncegno Terme.",Inaugurazione mostra fotografica,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,0,0,,,,,,,https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2537/41671/5/c89e9d427d90f7febb45625adc373e95.jpg/file/Mostra%2Bforografica%2BRoncegno-%25C5%25A0tivor%2B-%2BLocandina.jpg,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
0c795a43c6cf508f214ef2aa3bae527d,2024-10-16T16:55:18+02:00,2024-10-25T10:41:02+02:00,Festa della Castagna 2024,,Sagra,,,Vi aspettiamo a Roncegno Terme sabato 26 e domenica 27 con la tradizionale Festa della Castagna 2024.,Tempo libero,"La Festa della Castagna 2024La castagna, regina dei prodotti autunnali, si presenta a Roncegno Terme nel fine settimana del 26 e 27 ottobre alla Festa della Castagna.Sabato 26 e domenica 27 ottobre, dalle ore 10:00 alle ore 19:00, vi aspetta il tradizionale mercatino della castagna e degli hobbisti con bancarelle, prodotti dell'artigianato e dell'agricoltura locale. Sempre nel fine settimana troverete, dalle ore 10:00 alle ore 17:00, il mercatino dei libri eliminati dal patrimonio della Biblioteca Comunale Vitaliano Modena nonché i gonfiabili per i più piccoli.I ristoranti e gli agritur di Roncegno Terme proporranno menù a tema in occasione della festa. Durante l’intera manifestazione saranno disponibili punti di ristoro con piatti tipici.La Festa della Castagna 2024 viene organizzata grazie alla preziosa collaborazione delle seguenti associazioni: Associazione Produttori Castagne, Pro Loco Roncegno, Sci Club Fravort, Comitato Tradizioni Locali, Associazione Oratorio, GSD Calcio, Associazione R.O.C., Coro San Osvaldo, Missonanti, Praga 6, US Marter, Coro Voci dell’Amicizia, Associazione Štivor ETS.Il programma completoVenerdì 18 ottobrePresentazione del libro La navata di Daniela Segnana. Appuntamento alle ore 18:00 nella sala del Consiglio Comunale di Roncegno Terme.Sabato 19 ottobrePasseggiata alla scoperta dell'ex centralina elettrica in località &quot;le Fonti&quot; con Marta Baldessari. Per le prenotazioni contattare la Biblioteca Comunale Vitaliano Modena entro venerdì 18 ottobre alle ore 12:00 (tel: 0461 764387). Appuntamento alle ore 9:30 davanti alla Biblioteca Comunale di Roncegno Terme.Mercoledì 23 ottobreCena tradizionale Trentino-Stivorana: Na zena de 'sti ani. Per le prenotazioni contattare la Biblioteca Comunale Vitaliano Modena entro sabato 19 ottobre ottobre alle ore 12:00 (tel: 0461 764387). Viene richiesto un contributo di €10,00 da pagare al momento dell'arrivo. Evento a cura del Progetto Turismo delle Radici, appuntamento all'oratorio di Roncegno Terme alle ore 20:00.Giovedì 24 ottobreConcerto Canzoni dei Migranti, del coro Sant'Osvaldo con le canzoni di Stivor. Evento a cura del Progetto Turismo delle Radici, appuntamento alle ore 21:00 presso il Salone delle Feste di Casa Raphael a Roncegno Terme.Venerdì 25 ottobreAspettando la festa della castagna con DJ Set Erikloud, a cura di Roncegno Calcio. Appuntamento presso il piazzale dei pompieri dalle ore 18:00.Sabato 26 ottobre


ore 9:30: Passeggiata tra i castagni. Per la prenotazione cliccare qui, per maggiori info contattare il numero +39 345 331 7886 (disponibile dalle 17 alle 20) e prolocoroncegno@gmail.com;

dalle ore 10:00 alle ore 19:00: Laboratorio-dimostrazione della molitura, a cura di Mulino Lenzi;

dalle ore 14:00: musica con i Trifisa, presso il piazzale dei pompieri;

dalle ore 14:00 alle ore 17:00: Mostra dei “Supereroi nella bassa” e divertimento per ragazzi e ragazze dagli 11 ai 16 anni. Appuntamento presso la sala Tre castelli.

dalle ore 14:30 alle ore 16:30: Autunno a colpi di spray, laboratorio per adulti e ragazzi. Per le prenotazioni contattare la Biblioteca Comunale Vitaliano Modena entro venerdì 25 ottobre ottobre alle ore 12:00 (tel: 0461 764387);

ore 15:30: Sfilata e balli asburgici per le vie del paese. Apuntamento presso piazza Montebello.

ore 16:30: Inaugurazione della mostra fotografica Štivor, a cura del Progetto Turismo delle Radici. Appuntamento presso l’atrio del Comune di Roncegno Terme;

ore 19:00: DJ Set Erikloud presso il piazzale dei pompieri;

ore 21:00: Vasco Rossi tribute Band presso il piazzale dei pompieri;

ore 21:00: DJ Set Stefano Cenci presso piazza Montebello.


Domenica 27 ottobre


ore 9:30: Passeggiata tra i castagni. Per la prenotazione cliccare qui, per maggiori info contattare il numero +39 345 331 7886 (disponibile dalle 17 alle 20) e prolocoroncegno@gmail.com;

dalle ore 10:00 alle ore 19:00: Laboratorio-dimostrazione della molitura, a cura di Mulino Lenzi;

dalle ore 14:00: musica con i Trifisa, presso il piazzale dei pompieri;

ore 15:30: Workshop di costruzione del proprio albero genealogico a cura di Myancestrip e del Progetto Turismo delle Radici. Appuntamento presso la sala Tre castelli;

ore 16:00: Premiazione concorso di disegno dal tema &quot;A binar castegne&quot;, presso Piazza Municipio portone Villa Waiz.


Parcheggi


Parcheggio camper previsto presso località Ferme. Sarà presente un’area sosta camper a pagamento presso l’Agri-Campeggio Montibeller in via Prose, 1;

Sabato 26: parcheggi disponibili nei pressi della festa, presso l’oratorio parrocchiale di Roncegno e in via Ferme (venendo da Borgo Valsugana);

Domenica 27: saranno a disposizione dei parcheggi organizzati a 600/800 metri in direzione Marter, in direzione Borgo Valsugana e presso l’oratorio parrocchiale di Roncegno Terme. Bus navetta gratuito dai parcheggi al centro di Roncegno dalle 11.00 alle 18.30.

Parcheggio riservato per disabili in prossimità del centro.


",Festa della Castagna 2024,https://www.youtube.com/watch?v=ExrDUytLDCw|Festa della Castagna Roncegno,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,0,0,,,,,,,https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2526/41432/8/7108bbbfb22cd886b1c2f5a7ed39ef46.pdf/file/Festa%2Bdella%2BCastagna%2B2024%2B-%2BPieghevole%2Beventi.pdf|https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2526/41432/8/8dd36180358b963bd18dbc476bc99bd5.jpg/file/Festa%2Bdella%2BCastagna%2B2024%2B-%2BLocandina.jpg|https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2526/41432/8/8976b74a4b8ee238cfe0c88ffc7c1585.pdf/file/Festa%2Bdella%2BCastagna%2B2024-%2BMappa.pdf,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
a31d7c3cee7ee5434086953b13b0ff2f,2024-09-13T11:47:02+02:00,2024-10-29T11:48:16+01:00,Gatti di Razza - International Cat Show,,Concorso / Competizione,,,"Gatti di Razza - International Cat Show vi aspetta a Roncegno il 2 e 3 novembre con tanti amici animali, premi e sorprese.",Tempo libero,"Vi segnaliamo l'evento Gatti di razza - International Cat Show, organizzato dall'AFeF Associazioni Feline Federate.Il programma prevede:


3 titoli in 2 giorni;

ring adulti, cuccioli, neutri e veterani;

speciale Duca &amp; Duchessa della Valsugana;

speciale Tortie;

premiazione vincitori Campionato Nazionale AFeF 2023;

best separato Gatti Norvegesi delle Foreste;

premiazione a sorpresa per i gatti best varietà e special prize.


I giudici della competizione sono:


Mr. Louis Coste FR – All Breed (LOOF);

Mrs. Yanina Melnikova BY – All Breed (WCF);

Mrs. Irene Van Belzen NL – All Breed (TICA);

Mrs. Stefania Sironi IT – All Breed (WCF).


Per iscriversi e per maggiori informazioni sul concorso visitate il sito ufficiale AFeF Associazioni Feline Federate o contattare:


email → info@afef.eu

telefono → 351 691 6090


Appuntamento sabato 2 e domenica 3 novembre a Roncegno Terme nella palestra dell'Istituto Comprensivo Centro Valsugana, dalle ore 10:00 alle ore 18:00.",Gatti di Razza - International Cat Show,,,"Adulti,Famiglie,Giovani,Bambini,Anziani",,Palazzo del Municipio,0,0,,,,,,,https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2445/39135/5/39dac05b0c2f2c186b4067d072a6994c.jpg/file/Gatti%2Bdi%2BRazza%2BInternational%2BCat%2BShow%2B-%2Blocandina.jpg,Contatti Ufficio Segreteria,,,,,,,,,,,0,2,,,,,
d7d57c331e0c0f4a11d1755ce10758bf,2024-11-05T11:11:07+01:00,2024-11-05T11:11:07+01:00,Non chiamatelo amore,,Lettura (pubblica),,,"In occasione della Giornata internazionale per l'eliminazione della violenza contro le donne, la Biblioteca Comunale Vitaliano Modena invita a partecipare all'evento Non chiamatelo amore, un reading che unisce voce e musica.",Tempo libero,"In occasione della Giornata internazionale per l'eliminazione della violenza contro le donne, La Biblioteca Comunale Vitaliano Modena vi invita allo spettacolo Non chiamatelo amore, reading per voce e musica. Le letture sono tratte da Ferite a morte, libro di Serena Dandini. Partecipano:


Wilma Tessaro → voce narrante;

Andrea Vezzoli → sassofono e clarinetto;

Alberto Pedrotti → pianoforte.


Appuntamento mercoledì 20 novembre alle ore 20:30 presso la Sala del Camino di Casa Raphael.",Non chiamatelo amore,,,"Adulti,Famiglie,Giovani,Anziani,Bambini",,Casa Raphael,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2559/42084/1/Non+Chiamatelo+Amore+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
280a0c62162f9358b39f6f1a0445026a,2024-11-05T10:29:06+01:00,2024-11-05T10:29:06+01:00,Le mani legate al cuore,,Laboratorio,,,"Nell'ambito del progetto Le emozioni. Come riconoscerle e gestirle a tutte le età, la Biblioteca Comunale Vitaliano Modena di Roncegno Terme organizza il laboratorio Le mani legate al cuore per ideare una storia.",Tempo libero,"Nell'ambito dell'iniziativa Le emozioni. Come riconoscerle e gestirle a tutte le età, la Biblioteca Comunale Vitaliano Modena di Roncegno Terme propone il laboratorio con Sara Conci Le mani legate al cuore, per creare una storia. Attività adatta per bambini dai 6 agli 11 anni.Viene richiesta l'iscrizione in biblioteca.Appuntamento sabato 16 novembre dalle ore 9:30 alle ore 12:00 in Biblioteca Comunale Vitaliano Modena a Roncegno Terme.",Le mani legate al cuore,,,"Bambini,Famiglie",,Sede Biblioteca Comunale,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2557/42036/1/Le+Mani+Legate+al+Cuore+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
2931d201ea4e34d228573c874122f9cf,2024-11-05T11:37:59+01:00,2024-11-05T11:38:25+01:00,Flash mob Nati per Leggere,,Manifestazione artistica,,,In occasione dei 25 anni dell'iniziativa Nati per Leggere la biblioteca comunale di Roncegno Terme organizza un flash mob.,Tempo libero,"La Biblioteca Comunale Vitaliano Modena vi invita al Flash mob di Nati per Leggere. L'iniziativa, organizzata in occasione dei 25 anni di Nati per Leggere, punta ad attirare l'attenzione sull'importanza della lettura in famiglia coma pratica di salute.Il flash mob consiste in una piccola maratona di lettura all'esterno della biblioteca. Si può partecipare con il proprio libro preferito, per maggiori informazioni vi consigliamo di contattare direttamente la Biblioteca Comunale Vitaliano Modena di Roncegno Terme.Appuntamento sabato 23 novembre dalle ore 10:10 alle ore 11:30 all'esterno della Biblioteca Comunale Vitaliano Modena di Roncegno Terme.",Flash mob Nati per Leggere,,,"Adulti,Bambini,Giovani,Famiglie",,Sede Biblioteca Comunale,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2561/42132/2/Flash+Mob+NPL+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
